Rk,Player,Pos,MP,PER,TSx,3PAr,FTr,ORBx,DRBx,TRBx,ASTx,STLx,BLKx,TOVx,USGx,OWS,DWS,WS,WS/48,BPM,VORP,LA_RAPM,LA_RAPM_Rank,LA_RAPM__Def,LA_RAPM__Def_Rank,LA_RAPM__Off,LA_RAPM__Off_Rank,RA_EFG,RA_EFG_Rank,RA_EFG__Def,RA_EFG__Def_Rank,RA_EFG__Off,RA_EFG__Off_Rank,RA_FTR,RA_FTR_Rank,RA_FTR__Def,RA_FTR__Def_Rank,RA_FTR__Off,RA_FTR__Off_Rank,RA_ORBD,RA_ORBD_Rank,RA_ORBD__Def,RA_ORBD__Def_Rank,RA_ORBD__Off,RA_ORBD__Off_Rank,RA_TOV,RA_TOV_Rank,RA_TOV__Def,RA_TOV__Def_Rank,RA_TOV__Off,RA_TOV__Off_Rank,RAPM,RAPM_Rank,RAPM__Def,RAPM__Def_Rank,RAPM__Off,RAPM__Off_Rank,PIPM,X1,X2
184,Jerami Grant,PF,1676,14.2,0.585,0.394,0.308,3.5,11.6,7.5,6.7,1.3,2.9,8,17.8,1.7,2.2,4,0.117,1.6,1.5,-1.87,501,-1.14,498,-0.73,445,-0.13,308,-0.26,389,0.13,168,-0.16,314,-0.31,402,0.15,164,-1.73,494,-0.32,392,-1.41,504,-0.33,404,-0.41,452,0.07,192,-1,434,-1.11,476,0.12,207,-2.68,0.83121602,-1.13138121
185,Jeremy Lamb,SG,1291,14.1,0.547,0.33,0.23,2.1,14.9,8.5,10.5,2.1,1.5,8.7,19.7,2.5,2.5,5,0.13,2.2,2,0.23,175,-0.3,378,0.53,101,-0.31,383,-0.58,475,0.27,118,-0.09,291,-0.3,396,0.21,138,-1.57,489,-0.56,445,-1.01,485,0.21,145,0.01,253,0.2,115,-0.57,376,-1,465,0.43,127,-0.34,-0.556581982,-1.23694711
186,Jerome Robinson,SG,748,6,0.439,0.481,0.134,1.3,13.8,7.5,11.4,1.4,1.6,12.9,14.6,-0.1,0,-0.1,-0.354,-20.7,-0.1,-0.47,369,0.31,133,-0.78,452,0.22,154,0.38,85,-0.16,351,-0.23,341,-0.15,334,-0.08,301,-0.46,371,0.65,58,-1.11,495,0.15,166,0.06,200,0.09,175,0.11,214,0.65,83,-0.54,396,-1.6,-1.14803553,-0.317394149
187,Jevon Carter,PG,754,10.4,0.535,0.571,0.122,3.6,11,7.2,11.7,2.4,1.5,12.6,13.9,1,0.6,1.6,0.042,-1.6,0.2,-0.45,367,0.29,142,-0.74,446,-0.67,462,-0.4,435,-0.27,404,-0.35,383,-0.48,455,0.13,178,-1.32,481,-0.79,470,-0.53,421,0.46,76,0.81,11,-0.35,450,-0.84,414,-0.05,282,-0.79,437,-1.85,-1.27277154,-0.050496094
188,Jimmy Butler,SF,1851,23.4,0.583,0.162,0.679,6.2,15.2,10.9,28.1,2.4,1.6,11.2,25.2,-0.4,0.5,0.1,0.001,-4.7,-1.4,2.21,12,0.22,164,2,4,-0.26,368,0.17,164,-0.43,449,2.47,1,0.12,178,2.35,1,0.81,90,0.55,76,0.26,159,0.94,10,-0.06,304,0.99,1,1.63,36,0.32,167,1.31,31,3.5,-1.58230418,0.979133113
189,JJ Barea,PG,391,14.9,0.519,0.425,0.101,2.7,10,6.4,37.7,0.5,0.4,15.8,24.3,0,0.7,0.7,0.06,-2.6,-0.1,0.16,198,0.2,173,-0.04,260,-0.2,344,-0.23,382,0.03,223,-0.5,430,0.19,138,-0.69,478,-0.69,414,-0.09,312,-0.61,431,0.46,82,0.27,101,0.19,122,-0.3,332,-0.15,312,-0.16,310,-1.37,-2.55132446,4.05741978
190,JJ Redick,SG,1425,15.1,0.639,0.618,0.292,0.7,9.7,5.2,10.8,0.6,0.5,9.4,19.9,1.5,1.9,3.4,0.18,0.6,0.6,-0.88,435,-1.29,505,0.4,127,0.57,72,-0.48,456,1.05,4,-0.34,379,-0.61,478,0.26,116,-0.81,426,-1.36,504,0.55,89,-0.61,467,-0.15,364,-0.46,484,0.14,208,-1.36,491,1.5,25,-0.44,-1.14290569,-1.54699687
191,Joe Harris,SF,1946,12.7,0.592,0.523,0.118,3.3,10.9,7.2,10.3,0.9,0.7,11.1,17.9,3.2,1.7,4.9,0.122,2.4,2.1,1.72,20,0.35,119,1.37,21,0.54,77,0.31,103,0.22,139,0.68,61,0.46,69,0.21,130,0.7,104,0.97,26,-0.27,346,0.01,256,-0.41,454,0.43,47,1.21,58,0.56,106,0.65,91,0.68,-0.553203887,-0.890434124
192,Joe Ingles,SF,1916,12.5,0.588,0.628,0.17,1.4,12.7,7.3,24,1.5,0.4,18.9,15,2.1,0.8,3,0.216,7.6,1.6,1.52,29,0.85,46,0.67,76,1.59,4,0.95,6,0.64,32,0.64,66,0.58,51,0.05,222,0.02,248,0.05,234,-0.03,259,-0.2,361,0.09,181,-0.29,424,1.97,25,1.49,15,0.48,118,1.32,-1.79074666,0.894246873
193,Joel Embiid,C,1329,26,0.593,0.23,0.545,10.1,33.1,21.6,17.3,1.4,3.7,13.4,32.6,0.4,1.9,2.3,0.114,2,1,0.82,83,1.22,17,-0.4,389,0.35,114,0.84,12,-0.49,458,2.46,2,0.53,59,1.93,2,1.04,59,1,23,0.03,228,-0.69,478,-0.3,422,-0.39,463,1.15,65,1.45,18,-0.3,350,3.28,3.72541314,0.850521192
194,John Collins,PF,1363,23.5,0.659,0.243,0.248,9,24,16.4,7.6,1.1,4.1,10.1,22.7,0.6,0.8,1.4,0.08,-2.9,-0.2,-0.03,260,-0.15,336,0.11,192,0.01,247,0.19,149,-0.18,363,0.24,156,0.31,101,-0.07,296,0.81,88,0.44,99,0.37,130,-0.71,479,-0.31,427,-0.39,464,-0.27,322,0.17,200,-0.44,380,0.99,3.58277966,-0.148068046
195,John Henson,PF,600,17,0.578,0.211,0.269,8.5,21.8,15.1,13.4,2,6,15.8,16.3,-0.4,0.3,-0.1,-0.005,-6,-0.7,-0.02,256,0.69,62,-0.71,441,0.46,92,0.28,120,0.18,153,-0.18,323,0.44,73,-0.62,466,0.65,111,0.67,51,-0.03,258,-0.35,412,0.21,126,-0.56,493,0.16,203,0.71,76,-0.54,397,1.96,2.89264749,1.80878764
196,Jonas Valančiūnas,C,1630,22.3,0.631,0.12,0.256,12.5,31.9,22.4,10.2,0.7,3.7,12.8,21.4,0,0.2,0.2,0.037,-0.7,0.1,0.36,144,1,31,-0.64,424,0.89,39,0.96,5,-0.07,296,0.53,82,1.25,6,-0.73,485,2.97,1,1.66,2,1.32,21,-1.29,511,-1.14,514,-0.15,359,1.11,71,1.2,28,-0.09,289,2,5.3002777,0.925320007
197,Jonathan Isaac,SF,949,16.9,0.542,0.283,0.227,6.2,19.3,12.6,7,2.6,7.4,11.7,18.3,0,0,0,0.081,-2.6,0,0.81,85,1.27,13,-0.46,400,0.1,194,0.46,64,-0.36,430,0.87,42,0.68,35,0.19,147,-0.78,424,-0.4,413,-0.38,384,0.72,40,0.58,25,0.15,149,0.84,100,1.49,16,-0.65,417,1.68,1.92028527,0.338656196
198,Jordan Bell,C-PF,256,13.9,0.577,0.179,0.463,12,21.8,16.7,8.9,0.5,3.2,20.7,16.4,-0.3,0.3,0,-0.002,-3.8,-0.1,0.33,149,0.01,262,0.33,143,0.39,107,0.05,225,0.34,95,0.34,125,0.08,195,0.26,118,0.96,64,0.24,156,0.72,65,-0.44,437,-0.1,339,-0.34,444,0.35,165,0.01,264,0.36,140,-0.84,3.1541314,0.795165685
199,Jordan Clarkson,SG,1527,17.9,0.583,0.469,0.193,3.5,8.5,6,13.4,1.4,0.8,9.1,25.5,0.4,0.8,1.2,0.089,0,0.3,1.13,56,-0.47,406,1.6,12,-0.09,296,-0.4,437,0.31,106,0.76,48,0.86,19,-0.11,321,0.4,156,0.14,190,0.26,157,0.32,111,-0.43,458,0.75,8,0.91,88,-0.68,429,1.59,19,0.36,-1.60229661,-0.532369964
200,Jordan McLaughlin,PG,590,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31,2.7,0.6,13.7,15.8,0,0.4,0.4,0.066,-1.9,0,-0.82,425,-0.52,423,-0.3,363,-0.59,445,-0.57,472,-0.03,266,-0.12,298,-0.29,394,0.17,153,-0.48,374,-0.02,274,-0.45,401,0.68,42,0.52,33,0.16,137,-0.61,383,-0.48,395,-0.13,304,-0.46,-3.70064351,2.59900284
201,Jordan McRae,SG,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.7,1.3,1.8,9.4,24.4,-0.3,0.2,-0.1,-0.068,-6.5,-0.1,-0.72,410,-0.79,457,0.07,209,-0.45,417,-0.34,419,-0.11,325,-0.7,461,-0.99,511,0.3,105,-0.83,432,-0.02,273,-0.81,464,0.66,45,0.11,170,0.55,28,-0.3,329,-0.52,402,0.22,180,-0.88,-0.954881466,-0.34257629
202,Jordan Poole,SG,1274,7.2,0.454,0.528,0.237,0.7,9.6,5,15.8,1.3,0.7,11.8,21.1,-0.2,0.3,0.1,0.011,-3.7,-0.2,-2.07,505,-0.12,327,-1.95,514,-0.94,489,-0.48,455,-0.46,454,0.13,187,0.33,95,-0.21,366,-2.03,506,-0.54,444,-1.49,507,0.45,83,0.44,48,0.01,249,-0.86,417,0.01,257,-0.87,451,-3.03,-1.64852445,0.170167485
203,Josh Hart,SF,1563,11.7,0.556,0.676,0.189,3.6,21.4,12.5,8,1.7,1.1,11.1,15.3,3,2.3,5.3,0.204,2.8,1.5,-0.44,363,-0.16,340,-0.28,360,-0.06,281,-0.31,403,0.25,126,-0.14,308,-0.37,422,0.22,127,1.56,26,0.91,28,0.64,74,-0.33,403,-0.06,312,-0.27,418,-0.67,399,-0.56,410,-0.11,297,-0.13,0.662657297,-2.07103628
204,Josh Okogie,SG,1547,11.5,0.553,0.387,0.48,5.7,12.8,9.1,8.9,2,1.4,15.3,15.1,0.8,0.6,1.4,0.092,-0.1,0.3,-0.84,426,-0.42,398,-0.42,392,-0.57,442,-0.32,407,-0.24,392,0.82,44,0.22,131,0.61,51,-1.01,456,-0.74,464,-0.27,345,-0.04,291,0.4,59,-0.44,477,-0.97,428,-0.23,339,-0.74,429,-1.86,0.043731822,-0.578875357
205,Josh Richardson,SG,1474,12.1,0.526,0.373,0.223,2.8,9.4,6.1,14.8,1.5,2,12.6,21.1,1.6,0.3,1.9,0.1,-0.3,0.4,0.61,109,0.43,101,0.18,179,0.29,129,0.37,86,-0.08,304,-1.04,490,-0.57,468,-0.47,447,0.53,136,-0.13,337,0.66,72,0.12,183,-0.15,367,0.27,100,0.49,143,0.48,119,0.02,244,-0.51,-1.82013285,-0.647594493
206,Jrue Holiday,SG,1922,17.5,0.535,0.346,0.183,3.8,10.9,7.3,29.8,2.2,1.9,13.6,24.7,-0.3,0.2,-0.2,-0.037,-7.5,-0.3,1.21,52,0.31,130,0.89,52,1.15,16,0.4,78,0.75,19,-0.49,424,0.15,162,-0.64,471,0.34,172,-0.05,285,0.38,127,-0.19,352,0.02,241,-0.2,387,1.41,52,0.65,86,0.77,75,1.73,-2.40123182,1.53987348
207,Juancho Hernangómez,PF,833,10.4,0.518,0.522,0.287,5.5,20.4,12.8,6.6,1.1,1,10.3,15.7,2.9,1.7,4.6,0.131,0.6,1.1,-1.28,479,-0.96,480,-0.32,369,-0.38,401,-0.58,474,0.2,149,-0.61,452,-0.3,397,-0.31,406,0.36,167,0.64,63,-0.28,349,-0.08,307,-0.21,391,0.12,159,-0.4,346,-0.42,383,0.02,242,-2.4,1.68820822,-1.36308276
208,Julius Randle,PF,2080,17.5,0.538,0.23,0.35,7.5,24.9,16,15.8,1.2,1,14.3,27.6,-0.2,0.1,-0.1,-0.01,-4.4,-0.3,0.04,229,0.73,57,-0.69,437,-0.49,421,0.35,93,-0.83,500,1.38,8,-0.06,285,1.44,4,1.93,15,0.99,25,0.94,44,-0.23,372,-0.14,359,-0.09,328,-0.73,404,0.36,153,-1.09,473,0.09,0.864865689,-0.565551538
209,Justin Holiday,SG,1617,12.7,0.598,0.667,0.137,2.1,11.9,7,7.1,2.3,2.3,8,13.5,0.1,0.1,0.2,0.046,-2,0,0.22,181,-0.36,393,0.59,96,0.48,89,0.2,146,0.28,116,-0.58,447,-0.51,461,-0.07,293,-2.64,513,-1.02,486,-1.62,512,0.88,15,0.28,94,0.6,19,0.35,166,-0.29,366,0.64,93,-0.1,-0.3700569,-2.06027391
210,Justin Jackson,PF,929,10,0.498,0.486,0.141,3.1,12.7,8,7.2,0.6,0.9,3.5,15.8,-0.5,0.7,0.2,0.006,-4.2,-0.6,-0.78,418,-1.04,486,0.26,156,-0.76,470,-0.84,499,0.09,196,-1.1,494,-0.17,346,-0.92,503,-0.81,427,-0.46,430,-0.35,371,0.24,133,-0.45,463,0.69,10,-0.86,416,-1.49,499,0.63,96,-2.68,0.053997848,-1.90910267
211,Justin James,SG,218,11.5,0.487,0.333,0.269,3,12.7,7.8,10.8,1.3,3.9,8.4,19,0.5,0.2,0.7,0.195,5,0.3,0.56,117,0.49,89,0.07,210,-0.2,345,0.09,199,-0.29,406,-0.28,358,-0.2,359,-0.08,300,0.14,214,0.44,100,-0.3,356,0.33,105,0.26,104,0.08,190,0.01,245,0.55,108,-0.55,398,-0.32,-0.035481196,-0.296937275
212,Karl-Anthony Towns,C,1187,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,0.9,1.8,2.7,0.099,-0.4,0.5,1.68,23,-0.15,338,1.82,6,0.29,128,-0.66,487,0.95,8,1.24,17,0.58,50,0.66,39,0.96,65,0.46,94,0.49,104,-0.32,393,-0.4,448,0.08,181,0.77,107,-1.37,492,2.14,7,3.45,1.93365205,1.1118081
213,Kawhi Leonard,SF,1643,26.7,0.585,0.287,0.344,3.3,19.7,11.7,27,2.6,1.7,10.7,33.2,-0.1,0.3,0.2,0.039,-4.6,-0.2,3.61,3,0.96,35,2.65,1,1.2,12,0.84,13,0.37,90,0.64,63,0.14,164,0.5,64,2.62,2,1.66,1,0.96,43,0.83,23,0.01,264,0.83,5,3.98,2,1.87,5,2.12,8,6.43,-2.02839981,0.401721106
214,Keita Bates-Diop,SF,665,12.6,0.541,0.452,0.332,3.2,15,8.9,6.5,1.2,2.6,5.5,15.6,1.8,2.2,4,0.092,2.5,2.4,-2.28,510,-0.76,447,-1.52,507,-0.89,485,0.17,168,-1.05,511,0.51,86,0.34,94,0.18,149,-0.73,419,-0.21,363,-0.52,418,-0.42,431,-0.37,439,-0.04,295,-2.08,499,-0.26,351,-1.81,508,-2.14,0.79542881,-0.858799596
215,Kelan Martin,SF,495,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,0,0.3,0.4,0.088,-1.5,0,-0.24,323,0.41,110,-0.64,425,0.06,216,0.68,25,-0.62,480,0.04,230,-0.17,345,0.22,129,-0.41,357,-0.17,345,-0.25,338,0.03,243,0.19,137,-0.16,374,0.18,201,1.13,35,-0.95,462,-1.64,0.257312576,-1.31443021
216,Kelly Olynyk,C,1089,14.7,0.64,0.584,0.259,4,22,13.4,13.2,1.7,1.6,15.1,16.9,0.3,0.4,0.7,0.098,-0.5,0.1,-0.46,368,-0.23,357,-0.23,336,0.45,95,-0.23,383,0.68,29,-0.61,449,-0.38,428,-0.23,372,0.49,145,0.82,42,-0.33,363,0.05,216,0.3,83,-0.25,412,0.48,145,-0.26,353,0.75,79,0.31,1.52541518,-0.316631253
217,Kelly Oubre Jr.,SF,1933,14.9,0.56,0.372,0.298,3.8,17.3,10.4,6.7,1.7,1.8,8.2,22.4,0.9,0.8,1.7,0.058,-2.3,-0.1,-0.24,325,-0.49,414,0.25,157,-0.47,418,-0.13,341,-0.33,423,0.03,237,-0.39,430,0.42,76,-0.49,378,0.14,189,-0.63,436,0.76,34,0.49,35,0.27,93,-0.25,314,0.07,230,-0.32,351,0.43,0.442375404,-1.93850736
218,Kemba Walker,PG,1592,20.2,0.569,0.526,0.27,2.2,11.4,6.9,24.6,1.4,1.5,10.3,27.8,1.4,0.9,2.3,0.122,-0.5,0.3,1.28,47,0.27,149,1,39,0.03,234,-0.9,502,0.93,11,-0.14,305,0.15,159,-0.29,397,-0.87,439,-0.5,440,-0.37,379,0.88,16,0.39,60,0.49,38,0.89,91,-1.08,474,1.98,12,2.25,-1.29023537,0.919326497
219,Kendrick Nunn,SG,1846,13.5,0.545,0.426,0.108,1.2,8.7,5.1,18.7,1.4,0.6,10.2,23.7,1.1,0.6,1.8,0.113,-0.4,0.3,-0.73,411,-0.35,392,-0.38,384,0.42,99,-0.15,353,0.57,37,-0.44,412,0.11,187,-0.55,458,0.07,237,0.4,110,-0.33,366,-0.32,394,0.07,193,-0.39,461,-0.03,253,-0.18,328,0.15,193,-0.49,-1.64832291,0.207648433
220,Kenrich Williams,PF,779,7.6,0.43,0.671,0.168,6.6,17.5,12,8.3,1.5,2.2,12,9.2,0.3,0.2,0.5,0.165,-0.6,0.1,0.19,191,0.69,63,-0.49,410,-0.2,347,0.17,166,-0.37,436,-0.79,470,-0.4,432,-0.39,430,0.57,125,-0.05,287,0.63,76,0.29,117,0.33,77,-0.04,298,-0.49,361,0.34,157,-0.83,444,-1.05,0.521736956,-1.23995299
221,Kent Bazemore,SF-SG,1604,9.2,0.5,0.461,0.287,1.6,16.9,9.2,7.1,2.1,2.1,13.2,17.2,4.6,3,7.6,0.222,9,4.6,0.52,120,0.9,40,-0.38,382,0.22,151,0.81,15,-0.59,475,-0.07,282,-0.7,490,0.62,49,-0.09,283,0.54,77,-0.63,434,0.73,39,0.73,14,0.01,258,0.58,128,1.69,9,-1.11,475,-0.1,-0.336728812,-1.47121056
222,Kentavious Caldwell-Pope,SG,1603,11.6,0.592,0.474,0.204,2.6,6.3,4.5,8.7,1.6,0.7,9.8,14.8,8.9,0.7,9.6,0.215,7.2,5,1.5,31,0.18,175,1.32,24,0.35,115,0.01,260,0.34,94,0.87,41,0.03,220,0.84,24,0.92,71,-0.1,321,1.02,35,0.04,236,-0.16,373,0.2,118,0.84,101,-0.29,365,1.13,39,-0.7,-1.43879953,-1.32866219
